Artist and Title,Days,T10,Pk,(x?),PkStreams,Total
Yng Lvcas-La Bebe,74,,64,,"1,788,917","96,015,652"
PEDRO SAMPAIO-DANÇARINA,82,,24,,"1,941,754","95,931,225"
Luke Christopher-Lot to Learn,137,,57,,"940,792","95,927,613"
Don Omar-Te Quiero Pa´Mi,189,,133,,"620,135","95,923,663"
Morgan Wallen-Love Somebody,59,,18,,"3,510,411","95,902,501"
Em Beihold-Numb Little Bug,95,,62,,"1,218,377","95,711,859"
Ozuna-Tu Foto,116,,63,,"961,292","95,607,234"
V-Rainy Days,56,,12,,"3,576,108","95,570,340"
Quavo-Tough,47,,16,,"3,438,965","95,525,503"
Jimin-Smeraldo Garden Marching Band,35,3,4,,"6,625,387","95,226,945"
King Princess-1950,110,,54,,"1,229,564","95,139,270"
Shae Gill-Pasoori,103,,89,,"1,142,809","95,131,237"
Avicii-Heaven,74,1,6,,"3,339,581","94,962,901"
Drake-Know Yourself,286,,22,,"745,508","94,896,540"
Lauv-Mean It,86,,24,,"1,856,275","94,882,058"
NLE Choppa-Camelot,88,,46,,"1,461,300","94,846,197"
Myke Towers-Si Se Da - Remix,111,,61,,"1,198,391","94,739,913"
James Arthur-Naked,122,,70,,"1,035,553","94,710,463"
"Lil Baby-Never Recover (Lil Baby & Gunna, Drake)",98,,15,,"2,457,436","94,674,615"
Yandel-Explícale,146,,92,,"803,485","94,646,021"
Billie Eilish-Lost Cause,66,1,10,,"4,133,823","94,584,088"
Fifth Harmony-Down,106,,49,,"1,416,901","94,548,383"
"Bizarrap-Natanael Cano: Bzrp Music Sessions, Vol. 59",41,1,10,,"4,574,307","94,477,485"
Jain-Makeba,64,,53,,"1,964,433","94,405,242"
Calboy-Envy Me,120,,88,,"984,322","94,402,452"
Ava Max-Salt,104,,63,,"1,192,430","94,401,169"
Gente De Zona-La Gozadera,314,,69,,"462,628","94,384,746"
Dionela-sining,59,,59,,"1,867,656","94,325,894"
Ed Sheeran-Antisocial,61,8,6,,"4,265,602","94,212,394"
Metallica-Master Of Puppets,64,,12,,"2,766,757","94,189,680"
Tom Grennan-Little Bit of Love,111,,108,,"1,011,207","94,090,902"
Fousheé-Deep End,92,,62,,"1,304,129","94,056,642"
Taylor Swift-loml,35,,12,,"12,080,644","94,025,099"
Jonas Brothers-Like It's Christmas,66,,44,,"4,104,021","94,008,428"
LE SSERAFIM-CRAZY,63,,49,,"2,100,628","93,866,018"
Jeremih-oui,206,,63,,"675,546","93,859,651"
blackbear-do re mi,157,,71,,"964,755","93,850,701"
Matoma-Running Out,202,,55,,"595,513","93,778,454"
Juice WRLD-Hate The Other Side,84,2,7,,"4,353,990","93,769,699"
Tate McRae-Just Keep Watching (From F1® The Movie),35,7,7,,"3,629,025","93,583,599"
PARTYNEXTDOOR-BELIEVE IT,81,,16,,"2,873,556","93,422,322"
Nea-Some Say - Felix Jaehn Remix,98,,68,,"1,233,129","93,293,207"
aespa-Supernova,53,,41,,"2,565,327","93,267,559"
Juice WRLD-Conversations,77,4,4,,"5,271,158","93,238,396"
Daddy Yankee-Shaky Shaky,202,,70,,"711,895","93,227,424"
Taylor Swift-You Belong With Me (Taylor’s Version),79,,16,,"3,056,100","93,209,892"
Taylor Swift-Labyrinth,39,,11,,"9,841,164","93,147,488"
Drake-Slime You Out,39,6,3,(x2),"5,410,869","93,129,754"
Niall Horan-Nice To Meet Ya,97,,47,,"1,404,340","93,072,935"
Eminem-The Ringer,60,8,1,(x1),"5,186,590","93,033,398"
DNCE-Toothbrush,150,,53,,"909,364","92,994,684"
Henry Moodie-drunk text,67,,86,,"1,628,766","92,939,828"
XXXTENTACION-whoa (mind in awe),74,3,3,(x1),"3,566,723","92,864,289"
Adele-Skyfall - Full Length,73,,96,,"1,643,030","92,767,263"
Victor Valverde-El Mayor De Los Ranas,67,,88,,"1,667,034","92,743,354"
Taylor Swift-ME!,24,21,1,(x1),"7,945,784","92,665,016"
Peso Pluma-LOS CUADROS,66,,93,,"1,700,577","92,437,887"
Kungs-This Girl (Kungs Vs. Cookin' On 3 Burners) - Kungs Vs. Cookin' On 3 Burners,176,,77,,"911,943","92,410,562"
The Script-Superheroes,205,,12,,"883,686","92,351,446"
benny blanco-Bad Decisions,56,1,7,,"4,157,585","92,221,401"
Dalex-Bellaquita - Remix,101,,82,,"1,091,890","92,145,856"
Miley Cyrus-Mother's Daughter,82,,14,,"2,634,609","92,062,874"
Post Malone-Stay,69,,11,,"4,105,429","92,029,738"
Labrinth-Formula,89,,53,,"1,342,136","91,901,136"
A Boogie Wit da Hoodie-Startender,99,,52,,"1,295,302","91,846,816"
Nadhif Basalamah-penjaga hati,68,,65,,"1,543,608","91,826,066"
Justin Wellington-Iko Iko,91,,62,,"1,305,195","91,802,654"
j-hope-MONA LISA,52,,12,,"3,890,995","91,783,968"
Ayo & Teo-Rolex,159,,87,,"771,757","91,728,602"
6ix9ine-MALA,102,,44,,"1,585,826","91,628,236"
Peso Pluma-Las Morras,68,,70,,"1,744,830","91,604,250"
J. Cole-KOD,67,4,2,(x1),"5,838,691","91,462,426"
NATTI NATASHA-Ram Pam Pam,92,,66,,"1,262,521","91,459,204"
Chino Pacas-Morena Canela,66,,110,,"1,595,554","91,432,383"
DJ Snake-A Different Way,118,,56,,"1,130,989","91,337,357"
Brytiago-Asesina - Remix,124,,111,,"928,395","91,248,633"
Metro Boomin-Space Cadet,116,,47,,"1,418,913","90,944,112"
The Lumineers-Ophelia,264,,71,,"580,357","90,894,042"
Kygo-Raging,146,,43,,"1,084,212","90,820,477"
Super Yei-Lean,96,,71,,"1,209,374","90,746,686"
2 Chainz-It's A Vibe,149,,101,,"759,638","90,532,207"
Calvin Harris-Potion,70,,19,,"2,851,367","90,302,275"
Jack Harlow-Nail Tech,84,,31,,"1,823,065","90,238,717"
PARTYNEXTDOOR-Come and See Me,244,,89,,"472,811","90,175,552"
Billie Eilish-THE GREATEST,39,,16,,"6,230,104","90,168,687"
Kevin Gates-2 Phones,201,,57,,"726,709","90,148,113"
Gorillaz-Tormenta,42,,12,,"3,590,571","90,041,612"
Journey-Don't Stop Believin',144,,141,,"1,233,869","89,954,265"
ElyOtto-SugarCrash!,83,,50,,"1,424,992","89,932,128"
Macklemore-Good Old Days,107,,51,,"1,173,889","89,879,101"
Ozuna-Dile Que Tu Me Quieres,176,,86,,"741,945","89,788,277"
DaBaby-TOES,90,,60,,"1,345,206","89,677,041"
Ozuna-El Farsante,143,,95,,"762,974","89,636,833"
BTS-Run BTS,63,3,6,,"5,477,304","89,609,530"
Surf Curse-Disco,62,,76,,"1,796,842","89,605,891"
"Metro Boomin-Am I Dreaming (Metro Boomin & A$AP Rocky, Roisee)",49,,20,,"2,623,625","89,564,837"
Gym Class Heroes-Stereo Hearts,119,,131,,"856,372","89,277,239"
Chris Rea-Driving Home for Christmas,93,1,8,,"4,918,077","89,215,701"
Sebastian Yatra-Alguien Robo,167,,129,,"621,949","89,194,899"
Kanye West-Runaway,70,,134,,"1,466,832","89,174,177"
J Balvin-Machika,96,,59,,"1,226,525","89,129,351"
Pitbull-Fireball,235,,14,,"777,795","88,917,936"
Robin Schulz-In Your Eyes,107,,81,,"1,036,042","88,910,461"
KHEA-Ayer Me Llamó Mi Ex,86,,48,,"1,607,059","88,830,195"
Dua Lipa-Illusion,47,,11,,"3,966,008","88,809,760"
Halsey-New Americana,217,,56,,"526,432","88,794,015"
Tyga-SWISH,98,,51,,"1,345,344","88,722,928"
Kendrick Lamar-peekaboo,45,,15,,"4,795,215","88,684,063"
Ozuna-El Farsante - Remix,132,,91,,"873,725","88,599,256"
Harry Styles-Little Freak,48,6,6,,"7,153,121","88,585,195"
Julia Michaels-Heaven,82,,32,,"1,669,974","88,455,318"
Lil Skies-Nowadays,118,,80,,"944,539","88,338,190"
Yo Gotti-Rake It Up,131,,74,,"938,966","88,272,072"
Ozuna-Ibiza,123,,93,,"946,698","88,163,574"
Nirvana-Something In The Way - Remastered,68,1,10,,"2,315,178","88,095,740"
Demi Lovato-Body Say,130,,55,,"893,814","87,927,817"
Mahalini-Sial,69,,62,,"1,622,766","87,893,760"
Mac DeMarco-Heart To Heart,78,,89,,"1,378,163","87,868,271"
Rich The Kid-Splashin,108,,85,,"1,063,139","87,723,900"
Peso Pluma-gervonta,53,,32,,"2,992,340","87,493,894"
Anuel AA-Hipócrita,128,,111,,"833,064","87,420,006"
Lil Pump-Esskeetit,107,,40,,"1,624,504","87,327,963"
Oscar Maydon-Elvira,66,,110,,"1,594,179","87,102,339"
Khalid-My Bad,66,,16,,"2,676,926","86,880,889"
Eslabon Armado-Jugaste y Sufrí,94,,87,,"1,101,494","86,823,058"
Lil Uzi Vert-You Was Right,222,,112,,"613,275","86,767,758"
Natanael Cano-Mi Bello Angel,71,,19,,"3,045,037","86,693,204"
Kanye West-Follow God,42,8,3,(x3),"5,650,078","86,650,523"
Feid-Niña Bonita,65,,59,,"1,851,839","86,508,436"
Lukas Graham-Mama Said,208,,67,,"766,320","86,456,501"
Jimin-Like Crazy (English Version),47,1,2,(x1),"6,634,838","86,402,224"
Drake-Massive,57,,15,,"4,222,964","86,401,904"
Kygo-Here for You,196,,33,,"923,705","86,194,243"
Noah Cyrus-Make Me (Cry),115,,52,,"962,551","86,092,146"
Alan Walker-Sing Me to Sleep,144,,57,,"822,429","86,059,528"
Galantis-Love on Me,147,,60,,"835,485","85,976,027"
Justin Bieber-Forever,56,,12,,"3,962,001","85,792,964"
Nicki Minaj-FTCU,54,,56,,"2,053,200","85,705,356"
Ed Sheeran-New Man,75,,11,,"3,261,354","85,700,883"
Manuel Turizo-Esperándote,119,,98,,"862,520","85,602,918"
Taylor Swift-Sweet Nothing,36,,12,,"9,211,064","85,560,617"
Grupo Marca Registrada-El Rescate,91,,108,,"1,103,099","85,451,698"
Adam Lambert-Ghost Town,179,,37,,"839,366","85,371,187"
Ozuna-Quiero Repetir,117,,79,,"970,850","85,338,021"
Maria Becerra-CORAZÓN VACÍO,63,,76,,"1,697,148","85,226,043"
Imany-Don't Be So Shy - Filatov & Karas Remix,159,,67,,"774,813","85,164,774"
Peso Pluma-LA PEOPLE II,46,,31,,"2,457,015","85,109,682"
Post Malone-Rich & Sad,64,4,6,,"4,869,234","84,921,986"
Ryan Castro-Mujeriego,90,,88,,"1,161,721","84,909,848"
MC Kevin o Chris-Faz um Vuk Vuk (Teto Espelhado),58,,47,,"1,980,704","84,890,415"
C. Tangana-Tú Me Dejaste De Querer,86,,31,,"1,895,996","84,806,716"
Dominic Fike-Babydoll,65,,132,,"1,573,420","84,735,126"
Quality Control-Baby (Lil Baby feat. DaBaby),98,,63,,"1,099,031","84,639,925"
The Chainsmokers-The One,78,,16,,"2,476,685","84,476,223"
IVE-After LIKE,65,,23,,"2,134,229","84,466,710"
Kaliii-Area Codes,58,,78,,"1,698,493","84,143,622"
James Arthur-Rewrite The Stars,92,,65,,"1,112,604","84,002,608"
Juice WRLD-Wasted,105,,66,,"1,099,827","83,995,836"
Gracie Abrams-Close To You,54,,41,,"2,618,329","83,904,794"
Zedd-I Want You To Know,152,,19,,"903,612","83,530,243"
Morgan Wallen-Lies Lies Lies,48,,36,,"2,635,282","83,446,910"
Kygo-Like It Is,87,,43,,"1,720,649","83,444,561"
21 Savage-No Heart,148,,88,,"715,275","83,388,318"
AUR-Tu hai kahan,60,,51,,"1,868,198","83,301,904"
Lady Gaga-Million Reasons,171,,51,,"966,144","83,218,964"
Selena Gomez-The Heart Wants What It Wants,164,,13,,"803,179","83,150,548"
S1mba-Rover,93,,69,,"1,154,150","83,088,779"
ZAYN-A Whole New World (End Title),86,,40,,"1,594,550","83,040,132"
Jess Glynne-I'll Be There,103,,54,,"1,186,643","82,990,656"
Ariana Grande-needy,56,5,3,(x1),"5,821,541","82,989,855"
Cardi B-Be Careful,80,,25,,"1,941,609","82,967,440"
Ariana Grande-NASA,56,6,5,,"5,606,877","82,943,355"
YG-BIG BANK,105,,70,,"1,167,788","82,938,894"
Olivia Rodrigo-obsessed,42,,13,,"4,557,468","82,895,156"
Kendrick Lamar-Die Hard,50,4,4,,"7,616,311","82,837,494"
NAYEON-POP!,79,,62,,"1,400,159","82,819,945"
J. Cole-Deja Vu,92,5,5,,"3,024,442","82,794,123"
Harry Styles-Satellite,52,,11,,"5,833,176","82,791,889"
Mother Mother-Hayloft,101,,112,,"902,208","82,761,226"
Capital Cities-Safe And Sound,263,,77,,"1,419,712","82,644,851"
Ed Sheeran-Overpass Graffiti,61,1,10,,"3,780,187","82,634,373"
Bad Bunny-CAFé CON RON,39,,28,,"3,218,014","82,469,127"
Bad Bunny-KETU TeCRÉ,35,,19,,"3,640,688","82,400,662"
Rauw Alejandro-El Efecto,109,,91,,"912,285","82,322,791"
Dave-Starlight,69,,42,,"1,569,494","82,300,930"
Taylor Swift-The Alchemy,31,,15,,"10,637,831","82,275,420"
Laufey-Winter Wonderland - Spotify Singles Holiday,39,,23,,"6,912,896","82,228,575"
Alan Walker-Darkside,97,,63,,"1,054,760","82,163,931"
Demi Lovato-Tell Me You Love Me,109,,65,,"1,078,878","82,101,869"
Rich The Kid-New Freezer,125,,81,,"911,488","82,074,039"
Peso Pluma-LA PEOPLE,62,,88,,"1,653,542","82,041,259"
Jesse & Joy-3 A.M.,129,,102,,"745,526","81,995,004"
Miley Cyrus-Slide Away,66,,29,,"1,860,476","81,993,232"
"Sevdaliza-Ride Or Die, Pt. 2",50,,28,,"3,051,561","81,868,723"
Billie Eilish-SKINNY,32,1,7,,"7,969,974","81,820,465"
The Chainsmokers-Setting Fires,106,,40,,"1,130,652","81,794,886"
Doja Cat-Say So,61,,22,,"2,099,558","81,738,283"
T-Wayne-Nasty Freestyle,145,,19,,"1,093,343","81,732,397"
Cashmere Cat-Trust Nobody,122,,54,,"922,809","81,680,955"
Lewis Capaldi-Forget Me,69,,46,,"1,782,486","81,676,000"
Shubh-Cheques,63,,73,,"1,552,667","81,594,221"
Justin Quiles-PAM,110,,101,,"865,446","81,552,883"
Nick Jonas-Jealous,194,,28,,"622,937","81,531,172"
aespa-Whiplash,47,,33,,"2,501,668","81,480,054"
Shawn Mendes-When You're Gone,62,1,10,,"2,715,833","81,476,535"
Fetty Wap-My Way,205,,44,,"662,215","81,429,642"
Migos-Narcos,73,,15,,"2,346,234","81,325,353"
ROSÉ-On The Ground,56,4,8,,"3,262,615","81,180,398"
Lady Gaga-Judas,54,,34,,"2,317,454","81,145,120"
Madcon-Don't Worry,224,,52,,"548,393","80,902,711"
Katy Perry-Bon Appétit,99,,38,,"1,633,861","80,892,771"
Nilo-Fui Mlk,56,,82,,"1,901,918","80,578,447"
"Bizarrap-Nicky Jam: Bzrp Music Sessions, Vol. 41",53,,15,,"3,209,881","80,323,165"
"Ram Sampath-Sajni (From ""Laapataa Ladies"")",56,,84,,"1,620,639","80,293,026"
Taylor Swift-Fresh Out The Slammer,28,1,10,,"12,758,182","80,264,622"
Jason Derulo-Wiggle,227,,14,,"713,067","80,244,630"
Lady Gaga-Disease,44,,12,,"4,452,496","80,223,820"
Ed Sheeran-How Would You Feel (Paean),71,,14,,"2,887,447","80,080,989"
Drake-Push Ups,29,,22,,"5,635,551","80,064,485"
Måneskin-SUPERMODEL,78,,84,,"1,400,153","79,976,776"
Frank Sinatra-Have Yourself A Merry Little Christmas - Remastered,44,,36,,"5,536,262","79,961,207"
HUGEL-I Adore You,62,,89,,"1,567,360","79,842,095"
Hugo & Guilherme-Mal Feito - Ao Vivo,82,,47,,"1,492,287","79,716,055"
OneRepublic-No Vacancy,107,,57,,"1,111,379","79,635,841"
Meek Mill-All Eyes on You,170,,34,,"771,164","79,596,160"
Bad Bunny-TURiSTA,35,,24,,"3,403,257","79,472,158"
Olivia Rodrigo-hope ur ok,58,,18,,"3,519,865","79,464,095"
Matt Simons-Catch & Release - Deepend Remix,205,,79,,"560,005","79,445,333"
Eden Muñoz-Chale,84,,59,,"1,269,504","79,325,219"
ZAYN-Let Me,78,,28,,"1,941,764","79,272,014"
LE SSERAFIM-EASY,51,,52,,"2,122,349","79,217,394"
Aerosmith-Dream On,71,,96,,"1,261,656","78,998,943"
Omarion-Post to Be,218,,54,,"560,972","78,909,797"
Xavi-En Privado,57,,77,,"1,740,714","78,860,833"
Clean Bandit-Tick Tock,84,,82,,"1,120,181","78,727,633"
"Brett Eldredge-Baby, It's Cold Outside",61,,33,,"3,034,953","78,365,453"
USHER-I Don't Mind,185,,30,,"657,292","78,268,272"
Peso Pluma-Rompe La Dompe,48,,22,,"2,646,525","78,261,546"
Skrillex-Would You Ever,95,,54,,"1,194,338","78,161,554"
Jason Derulo-Love Not War (The Tampa Beat),93,,101,,"1,155,513","78,095,643"
Conkarah-Banana,81,,60,,"1,336,481","78,074,584"
"Dj Guuga-Volta Bebê, Volta Neném",79,,45,,"1,601,905","78,022,250"
Drake-Still Here,172,,52,,"889,119","77,966,248"
Labrinth-Never Felt So Alone,52,,22,,"2,724,225","77,933,425"
Lil Baby-We Paid,89,,61,,"1,260,704","77,911,114"
Nicki Minaj-Anaconda,197,,19,,"775,728","77,891,531"
wifiskeleton-Nope your too late i already died,53,,70,,"1,688,589","77,848,641"
Sigala-Came Here for Love,114,,75,,"883,655","77,558,016"
Olivia Holt-History,111,,62,,"929,057","77,552,691"
WILLOW-t r a n s p a r e n t s o u l feat. Travis Barker,72,,56,,"1,395,310","77,543,505"
Lil Nas X-Rodeo,65,,25,,"2,030,581","77,500,479"
Muni Long-Made For Me,56,,97,,"1,582,873","77,401,615"
Sam Smith-To Die For,63,,30,,"2,040,059","77,393,962"
AP Dhillon-Excuses,74,,52,,"1,405,852","77,353,366"
Ellie Goulding-Sixteen,84,,59,,"1,307,112","77,350,814"
mgk-Home,93,,56,,"1,060,803","77,274,224"
Maluma-Aloha,89,,93,,"1,135,060","77,268,870"
El Chachito-En Paris,66,,110,,"1,451,204","77,256,769"
Future-Cinderella,36,,11,,"4,833,037","77,219,531"
Bad Bunny-El Apagón,61,,23,,"4,647,649","77,186,346"
"Bizarrap-Milo J: Bzrp Music Sessions, Vol. 57",37,1,8,,"4,308,036","77,085,387"
Mc Davi-Bipolar,78,,62,,"1,447,322","77,030,650"
Tai Verdes-A-O-K,88,,101,,"1,037,013","77,011,571"
DJ Khaled-For Free,135,,55,,"821,355","76,928,080"
Pritam-Kesariya,71,,69,,"1,343,882","76,867,390"
NAV-Wanted You,112,,92,,"879,445","76,842,651"
Bellakath-Gatita,61,,55,,"1,882,858","76,795,850"
Bad Bunny-Agosto,65,,24,,"4,566,774","76,756,025"
C. Tangana-Demasiadas Mujeres,77,,66,,"1,208,546","76,700,067"
Mac Miller-Good News,41,1,9,,"4,374,428","76,650,289"
Taylor Swift-Christmas Tree Farm,48,,52,,"4,069,588","76,632,471"
Nacho-Báilame,125,,85,,"784,301","76,583,258"
Justin Bieber-The Feeling,125,,12,,"1,568,950","76,526,776"
Taylor Swift-Say Don't Go (Taylor's Version) (From The Vault),29,4,4,,"10,332,466","76,516,666"
PARTYNEXTDOOR-DIE TRYING,47,,51,,"2,241,515","76,516,329"
Justin Bieber-Sorry - Latino Remix,188,,62,,"565,369","76,453,531"
The Carters-APESHIT,73,,33,,"1,832,234","76,440,853"
Anitta-Vai malandra,80,,18,,"2,184,803","76,330,964"
Camilo-El Mismo Aire - con Pablo Alborán,103,,126,,"855,564","76,015,882"
KEVIN ROLDAN-PPP,109,,117,,"834,767","75,998,307"
Leona Lewis-One More Sleep,60,,47,,"3,041,950","75,977,718"
Bizarrap-Fruto,44,,30,,"2,440,119","75,953,865"
Stormzy-Vossi Bop,88,,54,,"1,353,586","75,946,301"
Post Malone-Die For Me,55,1,8,,"4,364,654","75,936,228"
Anuv Jain-Husn,55,,71,,"1,569,465","75,660,058"
Lil Tecca-Love Me,95,,76,,"1,054,760","75,637,450"
Master KG-Jerusalema,84,,68,,"1,210,308","75,592,365"
KEVIN ROLDAN-Hasta Abajo,84,,82,,"1,115,116","75,563,022"
Creedence Clearwater Revival-Fortunate Son,59,,84,,"1,681,564","75,504,480"
Ofenbach-Overdrive,59,,134,,"1,497,899","75,437,567"
Troye Sivan-One Of Your Girls,46,,25,,"2,437,541","75,430,945"
Bad Bunny-PIToRRO DE COCO,37,,24,,"3,295,196","75,357,922"
Drake-Pussy & Millions,33,7,5,,"7,710,412","75,346,556"
Taylor Swift-So High School,35,,25,,"6,247,408","75,306,259"
Luke Combs-Ain't No Love In Oklahoma (From Twisters: The Album),55,,116,,"1,639,701","75,245,663"
Kanye West-Bound 2,66,,69,,"1,378,259","75,164,239"
Drake-Big Rings,213,,62,,"508,408","75,132,662"
Young M.A-OOOUUU,136,,65,,"765,342","75,059,613"
Mustard-Baguettes in the Face,97,,96,,"948,762","74,977,643"
Robin Schulz-Speechless,96,,110,,"978,179","74,936,100"
Lil Tecca-Did It Again,92,,63,,"1,124,229","74,867,500"
Drake-Summer Sixteen,125,,31,,"1,032,107","74,866,676"
Sech-Se Le Ve,88,,105,,"1,072,830","74,822,176"
Drake-Blem,65,4,8,,"3,464,388","74,804,799"
Ariana Grande-bloodline,49,5,5,,"5,490,853","74,791,595"
Little Mix-Black Magic,171,,34,,"787,442","74,752,887"
Daddy Yankee-Si Supieras,92,,87,,"1,015,725","74,742,943"
NOTD-I Wanna Know,95,,53,,"1,451,105","74,710,494"
Taylor Swift-the 1,48,7,2,(x1),"7,420,303","74,708,987"
Yellow Claw-In My Room,200,,92,,"488,514","74,664,448"
Harry Styles-Grapejuice,41,2,4,,"7,523,026","74,650,537"
Gene Autry-Here Comes Santa Claus (Right Down Santa Claus Lane),42,,40,,"4,389,683","74,599,078"
Ariana Grande-bye,34,1,7,,"5,350,475","74,592,374"
Lady Gaga-Just Dance,57,,77,,"1,727,039","74,494,767"
Mc Livinho-Novidade na Área,53,,62,,"1,766,204","74,478,090"
Jamie Miller-Here's Your Perfect,88,,100,,"987,513","74,387,903"
Morgan Wallen-Cowgirls,58,,152,,"1,421,496","74,306,747"
Jonas Blue-What I Like About You,98,,82,,"1,049,507","74,267,188"
Hugh Jackman-The Greatest Show,102,,63,,"1,057,173","74,264,107"
"Bizarrap-Nathy Peluso: Bzrp Music Sessions, Vol. 36",77,,74,,"1,316,202","74,242,119"
Meghan Trainor-I'll Be Home,65,,49,,"3,770,948","74,164,324"
Nat King Cole-Joy To The World,49,,38,,"3,766,240","74,057,871"
NewJeans-New Jeans,50,,22,,"2,787,907","74,052,258"
Mark Ronson-Find U Again,71,,25,,"2,018,323","74,019,421"
Disclosure-Omen,124,,27,,"975,413","73,722,822"
BTS-Black Swan,61,,20,,"3,236,742","73,715,642"
Martin Garrix-High On Life,91,,83,,"1,074,887","73,621,344"
Lithe-Fall Back,47,,67,,"1,970,409","73,577,478"
Taylor Swift-Enchanted (Taylor's Version),45,3,3,(x1),"7,577,938","73,573,005"
Juice WRLD-Life's A Mess,52,5,3,(x1),"5,307,634","73,564,214"
Farruko-Krippy Kush,107,,66,,"982,548","73,563,755"
Desiigner-Tiimmy Turner,126,,60,,"831,688","73,345,064"
Harry Styles-Love Of My Life,45,1,10,,"5,882,283","73,308,719"
"Arijit Singh-Satranga (From ""ANIMAL"")",50,,65,,"1,905,120","73,222,197"
Laufey-From The Start,60,,110,,"1,441,203","73,205,953"
Juan Magán-Déjate Llevar,110,,93,,"880,248","73,102,673"
LF SYSTEM-Afraid To Feel,79,,108,,"1,096,926","73,081,532"
Tove Lo-Habits (Stay High),216,,23,,"625,609","73,069,916"
Camilo-Ropa Cara,62,,32,,"1,706,125","73,008,311"
Billie Eilish-THE DINER,33,,19,,"5,449,453","72,992,335"
"Bizarrap-Rauw Alejandro: Bzrp Music Sessions, Vol. 56",37,2,4,,"4,257,088","72,853,514"
Ozuna-Caramelo - Remix,85,,79,,"1,115,686","72,683,111"
Abraham Mateo-Loco Enamorado,130,,120,,"655,291","72,583,381"
¥$-BURN,38,,15,,"3,131,018","72,563,010"
KAROL G-Mi Cama,77,,48,,"1,431,956","72,553,258"
Axwell /\ Ingrosso-Sun Is Shining,139,,27,,"949,216","72,533,632"
Galantis-Peanut Butter Jelly,208,,66,,"481,529","72,516,788"
Bad Bunny-Estamos Bien,96,,80,,"956,547","72,500,826"
Taylor Swift-End Game,88,,46,,"1,357,162","72,290,052"
Demi Lovato-Confident,143,,31,,"891,526","72,248,465"
Big Sean-Moves,115,,47,,"1,239,839","72,157,781"
Taylor Swift-Style (Taylor's Version),30,3,1,(x1),"11,672,576","72,112,117"
Ariana Grande-bad idea,45,6,7,,"5,175,165","72,101,431"
Robin Schulz-All We Got,80,,78,,"1,163,706","71,995,362"
Eminem-Walk On Water,61,,11,,"2,754,668","71,918,662"
Sam Fischer-This City,89,,95,,"899,674","71,879,184"
The Weeknd-Dancing In The Flames,34,1,10,,"5,703,518","71,679,978"
Neton Vega-Chiquita,58,,125,,"1,404,754","71,677,105"
Freddie Dredd-Limbo,67,,112,,"1,205,859","71,667,011"
StarBoi3-Dick,71,,64,,"1,292,215","71,584,402"
Bad Bunny-BOOKER T,77,,12,,"3,995,875","71,573,615"
Lil Tjay-F.N,90,,73,,"1,145,454","71,523,124"
Zedd-Get Low,83,,43,,"1,565,926","71,500,285"
Billie Eilish-NDA,43,,14,,"3,737,077","71,497,113"
PUBLIC-Make You Mine,101,,112,,"810,200","71,495,440"
SZA-Blind,46,,12,,"3,946,865","71,489,406"
"Drake-Hold On, We're Going Home",340,,86,,"294,067","71,473,212"
Young Thug-Bad Bad Bad,82,,40,,"1,572,549","71,464,609"
Sia-Audio,88,,62,,"1,125,073","71,380,487"
21 Savage-Ghostface Killers,81,,19,,"1,981,730","71,370,295"
The Kid LAROI-Love Again,41,,24,,"2,723,923","71,159,471"
IVE-LOVE DIVE,67,,47,,"1,411,588","71,129,077"
Jeremih-Don't Tell 'Em,185,,25,,"674,944","70,903,034"
Manuel Turizo-Quiéreme Mientras Se Pueda,93,,123,,"890,042","70,856,133"
